1,1,Арбатско-Покровская линия,#0078BF
2,1,Бутовская линия,#ACBFE1
3,1,Замоскворецкая линия,#44B85C
4,1,Калининская линия,#FFCB31
5,1,Калужско-Рижская линия,#F58631
6,1,Каховская линия,#79CDCD
7,1,Кольцевая линия,#894E35
8,1,Люблинско-Дмитровская линия,#B3D445
9,1,Серпуховско-Тимирязевская линия,#A1A2A3
10,1,Сокольническая линия,#ED1B35
11,1,Таганско-Краснопресненская линия,#8E479C
12,1,Филёвская линия,#19C1F3
13,8,Автозаводская линия,#BE2D2C
14,8,Московская линия,#f0ffff
