1,Москва,55.755826,37.6173,true
2,Казань,55.790278,49.134722,true
3,Самара,53.202778,50.140833,true
4,Оренбург,51.7666482,55.1004538,true
6,Иваново,57.0050671,40.9766453,true
7,Московская область,55.340396,38.2917651,true
8,Минск,53.90453979999999,27.5615244,true
