НА БЕЛОРУССКОЙ (м. Белорусская),55.770289,37.584425,"<p style=""""margin-top:0cm;margin-right:0cm;margin-bottom:7.5pt;margin-left:0cm;

line-height:17.25pt;vertical-align:baseline""""><span style=""""font-size:14px;"""">Отель &laquo;На Белорусской&raquo; расположен между 3 станциями метро &laquo;Белорусская&raquo;, &laquo;Маяковская&raquo;, &laquo;Баррикадная&raquo;, рядом с Белорусским вокзалом.</span><span style=""""font-size:14.0pt""""><o:p></o:p></span></p>



<p style=""""margin-top:0cm;margin-right:0cm;margin-bottom:7.5pt;margin-left:0cm;

line-height:17.25pt;vertical-align:baseline""""><span style=""""font-size:14px;"""">Благодаря удобному географическому расположению гости Москвы могут быстро добраться в любую точку города. Оценить культурно-исторические достопримечательности столицы можно и не прибегая к услугам транспорта. Вокруг отеля расположены театр Сатиры, театр Моссовета, музей Современного искусства, Собор Непорочного Зачатия, торгово-развлекательный центр &laquo;Москва&raquo;, зоопарк и др.</span><span style=""""font-size:14.0pt""""><o:p></o:p></span></p>



<p style=""""margin-top:0cm;margin-right:0cm;margin-bottom:7.5pt;margin-left:0cm;

line-height:17.25pt;vertical-align:baseline""""><span style=""""font-size:14px;"""">Отель предоставляет уютные номера, рассчитанные на проживание 1 и 2 гостей, забронировать и снять которые можно на сутки и более. Для ценителей домашней обстановки предусмотрены апартаменты, включающие обеденную зону.</span><span style=""""font-size:14.0pt""""><o:p></o:p></span></p>



<p style=""""margin-top:0cm;margin-right:0cm;margin-bottom:7.5pt;margin-left:0cm;

line-height:17.25pt;vertical-align:baseline""""><span style=""""font-size:14.0pt""""><o:p></o:p></span></p>

",na-belorusskoi-m-belorusskaya,"Москва, Тишинская пл, д.6",1,true,false,5,5.7,37,2663
ЗВЕЗДА,53.861028,27.465451,"<p>Звезда</p>

",zvezda,"г. Минск,. пр-т Имени Газеты Звезда 47",8,true,false,1,5.7,14,3597
ОТДЫХ 2 (м. Люблино),55.671884,37.754709,"<p style=""""text-align:justify;line-height:14.25pt""""><span style=""""font-size:14px;"""">Мини-отель &laquo;Отдых 2&raquo; расположен в Юго-восточном округе Москвы в шаговой доступности от станции метро &laquo;Люблино&raquo;, недалеко от МКАД. За 20-30 минут на метро можно добраться до площади 3 вокзалов, Курского вокзала, Красной площади и других достопримечательностей столицы. </span><span style=""""font-size: 14pt;""""><o:p></o:p></span></p>



<p style=""""text-align:justify;line-height:14.25pt""""><span style=""""font-size:14px;"""">Отель располагает 13 номерами разных категорий: от койко-места в 9-местном экономе до люкса. Оплата производится по 2 тарифам: снять номер можно на 4 часа и на сутки. В стоимость номеров включен завтрак (кроме эконом), при желании можно посетить мини-кафе на территории отеля.</span><span style=""""font-size: 14pt;""""><o:p></o:p></span></p>

",otdyh-2-m-lublino,"г. Москва, ул. Совхозная, 27",1,true,false,5,5.7,24,2353
На КОЛОМЕНСКОЙ  (м. Коломенская),55.677763,37.658796,"<p>Отель &laquo;На Коломенской&raquo;, расположенный в 310&nbsp;метрах от метро &laquo;Коломенская&raquo;, предоставляет гостям столицы уютные номера 2 категорий: комфорт и премиум. Недалеко от гостиницы расположен музей-заповедник Коломенское, десятки архитектурных и археологических памятников.</p>



<p>Гостей, прибывших в Москву с деловым визитом, либо на романтическую встречу, ожидают удобные и комфортабельные номера. Номер можно забронировать на ночь, снять на 2 часа и более. Гостеприимство персонала гостиницы и высокий уровень обслуживания придают гостинице домашний уют.&nbsp;</p>

",na-kolomenskoi-m-kolomenskaya,"Москва,  ул. Нагатинская, д.31",1,true,false,5,5.7,38,1242
ВНУКОВО - КАРТМАЗОВО,55.617541,37.395338,"<p style=""""text-align:justify;line-height:14.25pt""""><span style=""""font-size:14px;""""><span style=""""color: rgb(34, 34, 34); background-color: white; background-position: initial initial; background-repeat: initial initial;"""">Отель &laquo;Внуково -&nbsp;Картмазово&raquo; находится в 7 км от аэропорта &laquo;Внуково&raquo;, в 4 км от МКАД в юго-западном направлении от Москвы. Номерной фонд отеля располагает 90 номерами разной категории: от улучшенного стандарта до VIP-люкса. </span></span><span style=""""font-size:14.0pt;

color:#222222;background:white""""><o:p></o:p></span></p>



<p style=""""text-align:justify;line-height:14.25pt""""><span style=""""font-size:14px;""""><span style=""""color: rgb(34, 34, 34); background-color: white; background-position: initial initial; background-repeat: initial initial;"""">Номера оформлены в классическом стиле&nbsp;в пастельных тонах и оснащены всем необходимым для комфортного пребывания. Любой из номеров можно снять на сутки или по особому тарифу DAY USE (до 12 часов), стоимость номеров в будние дни снижена. </span></span><span style=""""font-size:14.0pt;

color:#222222;background:white""""><o:p></o:p></span></p>



<p style=""""text-align:justify;line-height:14.25pt""""><span style=""""font-size:14px;""""><span style=""""color: rgb(34, 34, 34); background-color: white; background-position: initial initial; background-repeat: initial initial;"""">Обилие зеленых насаждений на территории отеля придает ему особый уют, ощущение чистоты и близости с природой.</span></span><span style=""""font-size:14.0pt;

color:#222222;background:white""""><o:p></o:p></span></p>



<p style=""""text-align:justify;line-height:14.25pt""""><span style=""""font-size:14.0pt;

color:#222222;background:white""""><span style=""""font-size:14px;"""">Завтрак включен в стоимость номера, а также в каждом номере есть мини-бар. Для гостей работает круглосуточный ресторан, предлагающий разнообразное меню из блюд европейской, русской и кавказской кухни.</span><o:p></o:p></span></p>

",vnukovo-kartmazovo,"Московская обл, пос. Картмазово, ул. Киевская, 4",7,true,false,5,5.7,15,2664
КАЛИФОРНИЯ (м. Курская),55.761127,37.65249,"<p style=""""text-align:justify;line-height:14.25pt""""><span style=""""font-size:14.0pt;

color:#222222;background:white"""">Отель &laquo;Калифорния&raquo; расположен в историческом центре Москвы, рядом с Патриаршими прудами, в шаговой доступности от метро &laquo;Тверская&raquo; и &laquo;Пушкинская&raquo;. Любители пеших прогулок могут оценить по достоинству достопримечательности Тверской улицы, Красной площади, посетить многочисленные торговые и культурные заведения.<o:p></o:p></span></p>



<p style=""""text-align:justify;line-height:14.25pt""""><span style=""""font-size:14.0pt;

color:#222222;background:white"""">Номерной фонд отеля располагает 14 номерами разной категории: от эконом до полулюкса. Любой номер можно забронировать на 3 часа и более. Стойка регистрации работает круглосуточно. Для удобства проживающих имеется комната отдыха.<o:p></o:p></span></p>



<p style=""""box-sizing: border-box; margin: 0px 0px 15px; padding: 0px; border: 0px; vertical-align: baseline; color: rgb(136, 136, 136); font-family: Arial, Helvetica, sans-serif; font-size: 15px; line-height: 15px; text-align: justify;"""">&nbsp;</p>

",kaliforniya-m-kurskaya,"Москва, ул. Покровка, д.40 Б",1,true,false,5,5.7,25,3598
ЭКИПАЖ ВНУКОВО,55.612858,37.300916,"<p>3-звездочный отель &laquo;Экипаж&raquo; гостиничного комплекса &laquo;Внуково&raquo; предоставляет номера для проживания членов летного состава и пассажиров аэропорта.</p>



<p>Номерной фонд располагает 107 номерами категории комфорт и полулюкс. В каждом номере есть собственная ванная с душем и набором туалетных принадлежностей. Любой из номеров, оформленных в классическом стиле, можно забронировать на ночь и более.</p>



<p>Для удобства проживающих работают кафе, ресторан, сауна, бильярд, тренажерный зал. При желании можно получить сеанс массажа.</p>

",ekipazh-vnukovo,"Московская обл, Внуково, ул. 1-я Рейсовая, д.13",7,true,false,2,5.7,39,2354
УЮТ ВНУКОВО,55.595348,37.268819,"<p style=""""text-align:justify;line-height:14.25pt""""><span style=""""font-size: 10.5pt; font-family: Arial, sans-serif;"""">Комфортабельная гостиница &laquo;Уют&raquo; расположена на юго-западе Москвы, на 8-ом км МКАД по Киевскому шоссе, в чистой и красивой деревне Лапшинка. Гостям предлагаются номера разных категорий &ndash; от стандартного 2-местного до люкса. Каждый номер оснащен необходимой мебелью, холодильником и телевизором. Любой из номеров можно снять на час и более.<o:p></o:p></span></p>



<p style=""""text-align:justify;line-height:14.25pt""""><span style=""""font-size: 10.5pt; font-family: Arial, sans-serif;"""">Персонал гостиницы предоставляет услуги трансфера до метро &laquo;Юго-Западная&raquo;, а также встречает и провожает до аэропортов &laquo;Домодедово&raquo; и &laquo;Шереметьево&raquo;. <o:p></o:p></span></p>



<p style=""""text-align:justify;line-height:14.25pt""""><span style=""""font-size: 10.5pt; font-family: Arial, sans-serif;"""">Расположенные на территории гостиницы ресторан, кафе дают возможность посетителям в любое время насладиться блюдами европейской, кавказской и восточной кухни. Для детей предусмотрена детская площадка, для любителей здорового образа жизни &ndash; теннисный корт, сауна, бильярд. Есть возможность аренды котеджа.<o:p></o:p></span></p>

",uut-vnukovo,"Московская обл, д. Лапшинка, (Аэропорт Внуково)",7,true,false,5,5.7,16,1242
РИЧ,55.612217,37.256441,"<p style=""""text-align:justify;line-height:14.25pt""""><span style=""""font-size:14px;""""><span style=""""color: rgb(34, 34, 34); background-color: white; background-position: initial initial; background-repeat: initial initial;"""">Мини-отель &laquo;Рич&raquo; находится всего в 5 мин езды от аэропорта &laquo;Внуково&raquo; и предлагает посетителям 11 оформленных в современном стиле номеров. Любой номер можно заказать на сутки и более.</span></span><span style=""""font-size:14.0pt;

color:#222222;background:white""""><o:p></o:p></span></p>



<p style=""""text-align:justify;line-height:14.25pt""""><span style=""""font-size:14px;""""><span style=""""color: rgb(34, 34, 34); background-color: white; background-position: initial initial; background-repeat: initial initial;"""">Каждый номер оснащен всем необходимым для комфортного пребывания гостей: телевизором, ванной комнатой, туалетно-косметическими принадлежностеями. На территории отеля работают кафе и ресторан, можно заказать блюда в номер. К услугам гостей автоматы по продаже напитков и закусок.</span></span><span style=""""font-size:14.0pt;

color:#222222;background:white""""><o:p></o:p></span></p>



<p style=""""text-align:justify;line-height:14.25pt""""><span style=""""font-size:14px;""""><span style=""""color: rgb(34, 34, 34); background-color: white; background-position: initial initial; background-repeat: initial initial;"""">Для проживающих работает бесплатный прокат велосипедов.</span></span><span style=""""font-size:14.0pt;

color:#222222;background:white""""><o:p></o:p></span></p>

",rich,"Московская обл, п. Внуково, ул. Интернациональная, д.2",7,true,false,5,5.7,26,2664
МЕТРОПОЛЬ (м. Площадь революции),55.758448,37.62166,"<p>5-звездочный отель &laquo;Метрополь&raquo;, основанный еще в 1905 году Саввой Морозовым и отреставрированный в 1991 году,&nbsp; расположен в самом центре Москвы, в шаговой доступности от Красной площади и Кремля.</p>



<p>Гостей столицы привлекает удобное географическое расположение отеля, наличие рядом 3 станций метро, сочетание роскоши старины и удобств современности.</p>



<p>Номерной фонд состоит из 388 номеров разных категорий, предоставляющих посетителям услуги международных стандартов. Забронировать и снять номер в центре Москвы можно на сутки и более. В выходные дни стоимость номеров снижена.</p>



<p>Наличие в отеле конференц-залов, банкетных залов позволяет проживающим не только отдыхать, но и проводить деловые и торжественные мероприятия. Рестораны &laquo;Метрополя&raquo; предлагают гостям меню изысканных блюд.</p>



<p>&nbsp;</p>

",metropol-m-ploschad-revolutsii,"Москва, Театральный проезд, д. 2",1,true,false,4,5.7,40,3598
ВАРЗ-400 ВНУКОВО,55.613626,37.30106,"<p>Гостиница &laquo;Варз &ndash; 400&raquo; расположена в парковой зоне гостиничного комплекса &laquo;Внуково&raquo;, в 15 мин ходьбы от аэропорта &laquo;Внуково&raquo; и предназначена для размещения членов летного экипажа и пассажиров.</p>



<p>Круглосуточное бесплатное курсирование автобусов через каждые полчаса &nbsp;между гостиницей и аэропортом позволяет проживающим вовремя оказаться в нужном месте.</p>



<p>Номерной фонд предлагает номера разной категории. Снять номер недорого можно на сутки и более. На 1-ом этаже гостиницы работает круглосуточный ресторан. К услугам посетителей работает автомат по продаже закусок и напитков.</p>

",varz-400-vnukovo,"Московская обл, Внуково, ул. 1-я Рейсовая, д. 16",7,true,false,5,5.7,17,2354
 UNINN HOTEL ВНУКОВО ,55.63035,37.323167,"<p>3-звездочная гостиница Uninn находится в 25 км от центра Москвы, в 5 минутах езды от аэропорта &laquo;Внуково&raquo;. Проживающим предоставляется &nbsp;бесплатный трансфер до аэропорта.</p>



<p>В гостинице 21 номер разной категории. Все номера оснащены кондиционерами, собственными ванными комнатами и санузлами. Любой из номеров можно забронировать и снять на сутки и более.</p>



<p>В гостинице работает кафе, предлагая посетителям вкусные домашние блюда.</p>

",uninn-hotel-vnukovo,"Московская обл, д. Рассказовка, д.1г",7,true,false,2,5.7,27,1243
ГОСТЕВОЙ ДОМ ВНУЧКА,56.363095,37.583436,"<p>Гостевой дом &laquo;Внучка&raquo; находится в 2 км от аэропорта &laquo;Внуково&raquo;, в 30 мин езды от Киевского вокзала.</p>



<p>В отеле 7 номеров, каждый из которых предоставляет проживающим все необходимое для комфортного пребывания: в каждом номере есть телевизор, в большинстве номеров имеются собственные ванные комнаты, балкон. Гости имеют возможность отдохнуть в саду, самостоятельно приготовить пищу, воспользоваться автоматом по продаже закусок и напитков. Снять номер можно на сутки и более. Оплата наличными на месте.</p>

",gostevoi-dom-vnuchka,"Московская обл, Внуково, д.Ликова, д.1",7,true,false,5,5.7,41,2665
ОТЕЛЬ НА ПЕТРОВКЕ (м. Чеховская),55.764323,37.615407,"<p><strong>Отель на Петровке</strong> расположен в центре Москвы, рядом с метро Трубная, Чеховская и Пушкинская. Поблизости расположен Большой театр, Красная Площадь и исторический центр Москвы.</p>



<p>Отель на Петровке предлагает гостям размещение на час и на сутки. Номера оборудованы бесплатным wi-fi, рядом с отелем есть платная парковка.</p>



<p>Гостям предлагается в общем пользовании <u>холодильник, микроволновка, фен, утюг, сейф для хранения ценных вещей.</u></p>



<p>Удобное расположение и недорогое проживание в центре делают отель на Петровке отличной гостиницей для проживания в столице.</p>

",otel-na-petrovke-m-chehovskaya,"Москва, ул. Петровка, д.17, стр. 4",1,true,false,5,5.7,13,3599
МОРИОН (м. Красносельская),55.778715,37.665309,"<p>Мини-отель &laquo;Морион&raquo; находится в Центральном административном округе Москвы, в 3 мин ходьбы от метро &laquo;Красносельская&raquo;, в 10 мин ходьбы от Ярославского, Казанского и Ленинградского ж/д вокзалов.</p>



<p>Номерной фонд включает 16 номеров для 1 и 2-местного размещения. Забронировать и снять номер можно на 3 часа, &frac12; суток, сутки и более. В каждом номере имеется собственная ванная комната, кондиционер, телевизор, современная мебель.</p>



<p>Завтрак включен в стоимость номера. Кроме этого, в отеле работает ресторан, предлагающий гостям блюда европейской кухни. Проживающим, отправляющимся на экскурсию по городу, отель по требованию предоставляет сухие пайки.</p>

",morion-m-krasnoselskaya,"Москва, ул. Краснопрудная, д. 22-24",1,true,false,5,5.7,23,2355
КОРСТОН (м. Воробьевы горы),55.70494,37.564626,"<p>4-звездочный отель &laquo;Корстон&raquo; - составная часть гостиничного комплекса, расположен в одном из красивейших районов&nbsp; Москвы &ndash; вблизи парка &laquo;Воробьевы горы&raquo;, стадиона &laquo;Лужники&raquo;, в 30 минутах езды от 3 аэропортов: Внуково, Шереметьево, Домодедово.</p>



<p>Номерной фонд отеля располагает 382 номерами разных категорий, оснащенных всем необходимым для полноценного отдыха. Снять номер в отеле можно на сутки и более. Стоимость номеров меняется в зависимости от сезона и дня недели.</p>



<p>Наличие в отеле нескольких конференц-залов, банкетных и концертных залов позволяет гостям проводить семинары, презентации, конференции, концерты, показы.</p>



<p>Приверженцев здорового образа жизни ожидают фитнес-центр, сауна, боулинг, бильярд, косметический кабинет, массажный кабинет, студия загара. Многочисленные рестораны и бары, расположенные в гостиничном комплексе, предлагают гостям столицы блюда почти всех стран мира.</p>

",korston-m-vorobevy-gory,"Москва, улица Косыгина, д.15",1,true,false,3,5.7,37,1243
АРЕНА (м. Спортивная),55.725306,37.563673,"<p>Гостиница &laquo;Арена&raquo; находится в одном из живописнейших районов Москвы, в окружении многочисленных достопримечательностей столицы: храма Христа Спасителя, музеев А.С.Пушкина, Л.Н.Толстого, стадиона в Лужниках, Дворца молодежи и многих других.</p>



<p>Номерной фонд включает 149 номеров разных категорий: от эконом до люкса. Снять отель недорого можно на сутки и более.</p>



<p>Отель предлагает гостям столицы широкий спектр услуг: от трансфера и заказа ж/д и авиа-билетов до организации торжеств, банкетов, корпоративных и частных мероприятий.</p>

",arena-m-sportivnaya,"Москва, ул. 10-летия Октября, д.11",1,true,false,5,5.7,14,2665
КАЛИНА ВИДНОЕ,55.544097,37.674436,"<p>Отель &laquo;Калина&raquo; находится в 25 км от Москвы в южном направлении, размещен в парковой зоне и располагает 24 номерами разной категории. Номера оснащены всем необходимым для полноценного отдыха, включая собственные ванные комнаты и кондиционеры.</p>



<p>Наличие в отеле бассейна, сауны, бильярда, а рядом с отелем живописного пруда дают возможность проживающим активно отдыхать.</p>



<p>К услугам проживающих кафе, где можно позавтракать, пообедать и поужинать, а также заказать блюда в номер.</p>

",kalina-vidnoe,"Московская обл., Ленинский р-н, г. Видное,  2-й Калиновский проезд, д.2",7,true,false,5,5.7,24,3599
МАРРИОТТ ГРАНД ОТЕЛЬ (м. Маяковская),55.768709,37.599911,"<p>&laquo;Марриотт Гранд Отель&raquo; является представителем международной сети отелей Marriott Hotels Collection и лидером самых роскошных отелей Москвы. Отель расположен в центре города, в 1 км от Кремля, в 5 мин ходьбы от метро &laquo;Маяковская&raquo;. Номера имеют полный набор современных удобств &ndash; от спутникового телевидения до индивидуальных систем кондиционирования.</p>



<p>В номерном фонде 386 номеров разных категорий, включая Посольские и Президентские. Снять отель в центре города можно на сутки и более.</p>



<p>Завтрак включен в стоимость номеров (кроме некоторых Делюкс), в стоимость большинства номеров включен доступ в представительский лаундж. Кроме того, ресторан и лобби-бар отеля предлагают гостям меню из блюд европейской и русской кухни. &nbsp;Для удобства проживающих персонал отеля оказывает широкий перечень услуг.</p>

",marriott-grand-otel-m-mayakovskaya,"Москва, ул. Тверская, д. 26/1",1,true,true,4,5.7,38,2355
БЕЛАРУСЬ,53.915327,27.550431,"<p>Гостиница Беларусь находится в одном из красивейших мест Минска. В ней расположены несколько ресторанов, один из них на 22-ом этаже и имеет потрясающий панорамный вид на город. Так же в гостинице есть салон красоты, аптека, Бизнес-центр, фитнес-зал, спа-зона, обмен валют&nbsp;и т.д. Многочисленное количество исторических достопримечательностей вблизи гостиницы (Национальный исторический музей, Остров Мужества и Скорби, Костел Девы Марии и мн.др)</p>

",belarus,"г. Минск, ул. Сторожевская 15",8,true,true,2,5.7,15,1244
НА АЛЕКСЕЕВСКОЙ (м. Алексеевская),55.813455,37.650127,"<p>Гостиница &laquo;На Алексеевской&raquo;, занимающая первый этаж жилого здания и включающая 19 номеров разных категорий, &nbsp;предоставляет гостям Москвы уютное и комфортабельное жилье. Располагаясь в шаговой доступности от парка Сокольники и ВДНХ, гостиница является идеальным выбором для всех&nbsp; интересующихся выставками и живой природой.</p>



<p>Номера &ndash; от стандарта до люкса &ndash; удовлетворят запрос любого клиента. Любой из номеров можно забронировать на ночь, снять на час и более. Номера премиум, полулюкс и люкс оборудованы сейфом.</p>



<p>Доброжелательность и профессионализм персонала гостиницы делает проживание в ней уютным и комфортным.</p>

",na-alekseevskoi-m-alekseevskaya,"Москва, ул. Маломосковская, д. 21, корп. 1",1,true,true,5,5.7,25,2666
MINIMA - АЭРОПОРТ (м. Аэропорт),55.807875,37.529079,"<p>Мини-отель Minima Аэропорт расположен в пешей доступности от метро &laquo;Аэропорт&raquo; и предлагает гостям 13 номеров разной категории.</p>



<p>Все номера имеют эргономичный стильный интерьер, необходимую бытовую технику, ванную комнату, климат-контроль. Изысканно оформленный двухкомнатный номер &laquo;люкс&raquo; идеально подходит для романтических встреч, отдыха VIP-персон. &nbsp;</p>



<p>Любой номер можно снять на 2 часа, ночь, сутки и более.</p>

",minima-aeroport-m-aeroport,"Москва, ул. Часовая, д.11",1,true,true,5,5.7,39,3600
МИДЛЕНД ШЕРЕМЕТЬЕВО,55.966217,37.443191,"<p style=""""text-align:justify;line-height:14.25pt""""><span style=""""font-size:14px;""""><span style=""""color: rgb(34, 34, 34); background-color: white; background-position: initial initial; background-repeat: initial initial;"""">3-звездочный отель &laquo;Мидленд&raquo; расположен в 3 мин езды от аэропорта &laquo;Шереметьево &ndash; 2&raquo;, недалеко от Дома культуры &laquo;Чайка&raquo; и Долгопрудненского историко-художественного музея.</span></span><span style=""""font-size:14.0pt;

color:#222222;background:white""""><o:p></o:p></span></p>



<p style=""""text-align:justify;line-height:14.25pt""""><span style=""""font-size:14px;""""><span style=""""color: rgb(34, 34, 34); background-color: white; background-position: initial initial; background-repeat: initial initial;"""">Отель предлагает гостям 85 номеров разной категории, в том числе номера-капсулы: экономичный вариант номеров, оборудованных по европейским стандартам. Каждый из номеров можно снять на 6, 12 часов, сутки и более. Завтрак включен в стоимость номера. </span></span><span style=""""font-size:14.0pt;

color:#222222;background:white""""><o:p></o:p></span></p>



<p style=""""text-align:justify;line-height:14.25pt""""><span style=""""font-size:14px;""""><span style=""""color: rgb(34, 34, 34); background-color: white; background-position: initial initial; background-repeat: initial initial;"""">К услугам проживающих: сауна, открытый бассейн, баня/парная. При необходимости гости могут воспользоваться бесплатным кабинетом, оборудованным компьютером, факсом, ксероксом, доступом в интернет.</span></span><span style=""""font-size:14.0pt;

color:#222222;background:white""""><o:p></o:p></span></p>

",midlend-sheremetevo,"Московская обл, г. Химки, кв-л Клязьма, вл. 4Г",7,true,false,2,5.7,16,2356
МОН ПЛЕЗИР,55.92023,37.366314,"<p>Мини-отель &laquo;Мон Плезир&raquo; расположен в 2-этажном здании г. Химки, в 7 км от МКАДа в северо-западном направлении от Москвы и включает 19 номеров евро-стандарта. Можно снять отель на час либо сутки. Каждый из номеров оснащен всем необходимым для полноценного комфортабельного отдыха.</p>



<p>Номера &nbsp;люкс оборудованы шикарной сауной. Любители активного отдыха могут воспользоваться спортивными площадками, лыжной базой, стрелковым тиром, тренажерным залом, сауной в расположенном рядом с отелем Олимпийском учебно-спортивном центре &laquo;Планерная&raquo;.</p>



<p>На 1 этаже отеля встречает посетителей русской и европейской кухней кафе-ресторан на 36 посадочных мест.</p>



<p>&nbsp;</p>

",mon-plezir,"Московская обл,  г. Химки, мкр. Планерная, д.14.",7,true,false,5,5.7,26,1244
МОКБА (м. Смоленская),55.74754,37.586661,"<p>Дизайн-отель &laquo;Мокба&raquo; расположен в самом центре Москвы, недалеко от станций метро &laquo;Арбатская&raquo;, &laquo;Киевская&raquo;, &laquo;Смоленская&raquo;. В шаговой доступности от отеля Красная площадь, Дом-музей А.С.Пушкина и др. достопримечательности столицы.</p>



<p>Номерной фонд включает 6 номеров категорий стандарт, полулюкс и люкс, каждый из которых имеет свой оригинальный дизайн. Забронировать и снять номер можно на час и более.</p>



<p>В отеле имеется камера хранения багажа, посетителям оказываются услуги: &laquo;будильник по телефону&raquo;, заказ такси, доставка в номер блюд из ресторана и др.</p>

",mokba-m-smolenskaya,"Москва, ул. Арбат, д.51, стр.1",1,true,false,5,5.7,40,2666
ХОЛИДЕЙ ИНН СОКОЛЬНИКИ (м. Сокольники),55.787442,37.681146,"<p>4-звездочная гостиница &laquo;Холидей Инн Сокольники&raquo; расположена в северо-восточной части Москвы, рядом с метро &laquo;Сокольники&raquo;, выставочным центром и парком &laquo;Сокольники&raquo;.</p>



<p>Номерной фонд составляют 523 номера разных категорий. В гостинице имеются номера для людей с ограниченными возможностями. Любой из номеров можно забронировать и снять на сутки и более.</p>



<p>&nbsp;Все номера оснащены всем необходимым для комфортного отдыха. Гостям, предпочитающим активный отдых, предоставляются фитнес-клуб, бассейн и сауна. К услугам деловых людей 17 оборудованных современной техникой конференц-залов, вмещающих до 700 человек.</p>



<p>Несколько ресторанов, гриль-бар, кафе предоставляют гостям меню из русских и европейских блюд.</p>



<p>&nbsp;</p>

",holidei-inn-sokolniki-m-sokolniki,"Москва, ул. Русаковская, д. 24",1,true,false,3,5.7,17,3600
ХОЛИДЕЙ ИНН СИМОНОВСКИЙ (м. Крестьянская застава),55.728692,37.660736,"<p>4-звездочный отель Холидей Инн Симоновский с 2009 г функционирует в центре Москвы &ndash; в 10 мин ходьбы от Красной площади, недалеко от метро &laquo;Пролетарская&raquo; и &laquo;Крестьянская застава&raquo;. Из отеля, не прибегая к услугам транспорта, можно добраться до &nbsp;Новоспасского Монастыря, Крутицкого подворья, Экпоцентра, ВВЦ.</p>



<p>Отель предлагает гостям столицы 217 номеров трех категорий: стандарт, экзекьютив и люкс. Все номера оснащены кондиционерами, телевизорами, собственными ванными комнатами. Для молодоженов имеются эксклюзивные предложения. Любой номер можно забронировать и снять минимум на сутки.</p>



<p>Отель предоставляет гостям не только условия для комфортного отдыха, но и для деловых встреч &ndash; к их услугам конференц-центр, оборудованный всей необходимой техникой.</p>

",holidei-inn-simonovskii-m-krestyanskaya-zastava,"Москва, ул. Симоновский вал, д. 2",1,true,false,3,5.7,27,2356
ANTIS HOUSE UNINN  ВНУКОВО,55.613575,37.303962,"<p style=""""text-align:justify;line-height:14.25pt""""><span style=""""font-size:14px;"""">Отель Antis House Uninn находится недалеко от международного аэропорта Внуково &ndash; в 20 минутах пешком и в 3 минутах на автомобиле. Гостевой дом, номерной фонд которого включает 12 номеров разной категории, предоставляет гостям комфортные условия проживания: собственная ванная комната, душ, фен и др. Снять номер можно на сутки и более.</span><span style=""""font-size:14.0pt""""><o:p></o:p></span></p>



<p style=""""text-align:justify;line-height:14.25pt""""><span style=""""font-size:14px;"""">Кафе, расположенное на территории отеля, предлагает посетителям блюда домашней кухни, при желании можно посетить ресторан или продовольственный магазин, расположенные рядом. Гости, желающие пообщаться, могут сделать это в гостиной, в которой есть <span style=""""background-color: white; background-position: initial initial; background-repeat: initial initial;"""">DVD-кинотеатр, шашки, детская и обеденная зоны.</span></span><span style=""""font-size:14.0pt""""><o:p></o:p></span></p>

",antis-house-uninn-vnukovo,"Московская обл, Внуково, ул. Плотинная, д.28",7,true,false,2,5.7,41,1245
ЭРМИТАЖ (м. Курская),55.754481,37.650379,"<p>3-звездочный отель &laquo;Эрмитаж&raquo; имеет удачное географическое расположение в центре Москвы &ndash; в шаговой доступности от Красной площади и других исторических достопримечательностей столицы, недалеко от Курского вокзала и крупного транспортного узла, вблизи метро Чкаловская, Курская, Китай-город.</p>



<p>Номерной фонд включает 96 номеров разных категорий со всем необходимым для комфортного пребывания. В выходные дни стоимость номеров снижена. Снять отель в центре Москвы можно на сутки и более.</p>



<p>Завтрак включен в стоимость номеров, кроме того ресторан и суши-бар отеля предлагают гостям широкий выбор блюд европейской, русской, японской и арабской кухни.</p>



<p>К услугам проживающих 2 конференц-зала и комната для переговоров, оснащенные современным оборудованием.</p>

",ermitazh-m-kurskaya,"Москва, Дурасовский переулок, дом 7",1,true,false,2,5.7,18,2667
ОТЕЛЬ НА ЧИСТЫХ ПРУДАХ (м. Сретенский бульвар),55.769367,37.635593,"<p><span style=""""font-family:tahoma,geneva,sans-serif;""""><strong>Отель на Чистых прудах</strong> расположен в центре Москвы рядом с метро Чистые пруды и Сухаревская. Мини-гостиница на Чистых прудах &ndash; это недорогая гостиница Москвы с проживанием на сутки и на час.</span></p>



<p><span style=""""font-family:tahoma,geneva,sans-serif;""""><strong>Круглосуточная стойка ресепшн, бесплатный wi-fi, парковка</strong> рядом с гостиницей сделают Ваше пребывание в отеле комфортным.</span></p>



<p><span style=""""font-family:tahoma,geneva,sans-serif;"""">В номерах есть ванная комната, телевизор с кабельными каналами. Для гостей доступны в общем пользовании кухня, холодильник, микроволновка, фен, утюг.</span></p>



<p><span style=""""font-family:tahoma,geneva,sans-serif;"""">Удобное расположение &ndash; 5 минут от ресторанов и кафе, 2 км от Ленинградского вокзала &ndash; делает частый отель на Чистых прудах идеальным местом для пребывания в столице.</span></p>

",otel-na-chistyh-prudah-m-sretenskii-bulvar,"г. Москва, Костянский переулок, д. 13",1,true,false,5,5.7,28,3601
